room_key,protocol,floor_id,device_name,device_id,access_token,room_asset_id,floor_asset_id
b01-f05-r520,coap,5,coap-b01-f05-r520,886563d0-37f4-11f1-b070-631fdef85036,BkqGr5l2LA7uZMPQzVHO,8869f7b0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f06-r601,mqtt,6,mqtt-b01-f06-r601,8871bfe0-37f4-11f1-b070-631fdef85036,wRVAcEXITY3GnJeYurpI,88762cb0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r602,mqtt,6,mqtt-b01-f06-r602,887baaf0-37f4-11f1-b070-631fdef85036,KKghCut538FlV4ZdWPCJ,887f5470-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r603,mqtt,6,mqtt-b01-f06-r603,888520d0-37f4-11f1-b070-631fdef85036,JigRaFcktoFL9Y4IfTHd,8888a340-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r604,mqtt,6,mqtt-b01-f06-r604,888f0be0-37f4-11f1-b070-631fdef85036,oKyTBAfs7BmEAO2P5zkN,88932a90-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r605,mqtt,6,mqtt-b01-f06-r605,88996c20-37f4-11f1-b070-631fdef85036,obFGbRNLv4JREiI3TOM1,889db1e0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r606,mqtt,6,mqtt-b01-f06-r606,88a468a0-37f4-11f1-b070-631fdef85036,2GyN0qrNKtsCVnQ4Kxw8,88a83930-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r607,mqtt,6,mqtt-b01-f06-r607,88b00160-37f4-11f1-b070-631fdef85036,aswUkFHA8x52vOZSewwS,88b4bc50-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r608,mqtt,6,mqtt-b01-f06-r608,88bc5d70-37f4-11f1-b070-631fdef85036,bg3VoO3RulRfpV3TVmQd,88c0f150-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r609,mqtt,6,mqtt-b01-f06-r609,88c8e090-37f4-11f1-b070-631fdef85036,amrbGNIOaEG91ZNulx33,88cd7470-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r610,mqtt,6,mqtt-b01-f06-r610,88d5d8e0-37f4-11f1-b070-631fdef85036,e7qAXgMvjQqxdMFrXJhk,88da1ea0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r611,coap,6,coap-b01-f06-r611,88e1bfc0-37f4-11f1-b070-631fdef85036,wCbTUCFI9JZ806DPYRFl,88e6efe0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r612,coap,6,coap-b01-f06-r612,88ef0630-37f4-11f1-b070-631fdef85036,JIW0wpiWy7HPGrbprIHP,88f3e830-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r613,coap,6,coap-b01-f06-r613,88fc4ca0-37f4-11f1-b070-631fdef85036,3a3aQJEzbqD9I1mDvkYj,8900b970-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r614,coap,6,coap-b01-f06-r614,89080c70-37f4-11f1-b070-631fdef85036,NNPd3IZPhMcrckjMJsAS,890c5230-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r615,coap,6,coap-b01-f06-r615,8913cc40-37f4-11f1-b070-631fdef85036,tdceTH8V8Pci8Rj3DZiZ,89186020-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r616,coap,6,coap-b01-f06-r616,89207670-37f4-11f1-b070-631fdef85036,FFHDp4laL9KocxcfL0EH,89250a50-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r617,coap,6,coap-b01-f06-r617,892cf990-37f4-11f1-b070-631fdef85036,tMjl5b8B2AWvOIXEJ6cm,8931b480-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r618,coap,6,coap-b01-f06-r618,893a8e20-37f4-11f1-b070-631fdef85036,of6cBRsFiiB3hVzgENUd,893f4910-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r619,coap,6,coap-b01-f06-r619,89471140-37f4-11f1-b070-631fdef85036,4ueIlfSeulh36d97AqHQ,894bf340-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r620,coap,6,coap-b01-f06-r620,89536d50-37f4-11f1-b070-631fdef85036,zRIgfzpezhoaySVOUa02,8957da20-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f07-r701,mqtt,7,mqtt-b01-f07-r701,89601780-37f4-11f1-b070-631fdef85036,xili8aV4PtX8Sm0PFEC1,89656eb0-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r702,mqtt,7,mqtt-b01-f07-r702,896f0ba0-37f4-11f1-b070-631fdef85036,J1OtBIZ7yTVIlgs502GW,8974ff10-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r703,mqtt,7,mqtt-b01-f07-r703,897c7920-37f4-11f1-b070-631fdef85036,0UHS40ZGsTgniaLnIAmq,89815b20-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r704,mqtt,7,mqtt-b01-f07-r704,8987ead0-37f4-11f1-b070-631fdef85036,9KEJaNaJMzXh2U3XAO96,898be270-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r705,mqtt,7,mqtt-b01-f07-r705,8991aed0-37f4-11f1-b070-631fdef85036,WFd3u8qE87xGQe8XYwIv,89961ba0-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r706,mqtt,7,mqtt-b01-f07-r706,899cd260-37f4-11f1-b070-631fdef85036,sVY2YfGiBQRKul28sdKM,89a1b460-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r707,mqtt,7,mqtt-b01-f07-r707,89a9cab0-37f4-11f1-b070-631fdef85036,DFVrGeKTCfhcVLAHTA9A,89afe530-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r708,mqtt,7,mqtt-b01-f07-r708,89b7ad60-37f4-11f1-b070-631fdef85036,mMV3A4t25E92uZ73VDF1,89bc8f60-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r709,mqtt,7,mqtt-b01-f07-r709,89c40970-37f4-11f1-b070-631fdef85036,BehiGqwrB9ErtQt0CiZU,89c84f30-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r710,mqtt,7,mqtt-b01-f07-r710,89cf2d00-37f4-11f1-b070-631fdef85036,JwOxea9eVXdVtLhJgwla,89d399d0-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r711,coap,7,coap-b01-f07-r711,89daecd0-37f4-11f1-b070-631fdef85036,mzehUDXKgk6ZbowiXq1T,89df80b0-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r712,coap,7,coap-b01-f07-r712,89e68590-37f4-11f1-b070-631fdef85036,VF9X2I9I1DGOBr2RbdT6,89eaf260-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r713,coap,7,coap-b01-f07-r713,89f1f740-37f4-11f1-b070-631fdef85036,dnKHEXoY91w1RALWwXbm,89f63d00-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r714,coap,7,coap-b01-f07-r714,89fd9000-37f4-11f1-b070-631fdef85036,4BLWbpsmXzIPy2jqj1ze,8a01d5c0-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r715,coap,7,coap-b01-f07-r715,8a0901b0-37f4-11f1-b070-631fdef85036,Kk1YukxSv71otDdMYLQD,8a0d6e80-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r716,coap,7,coap-b01-f07-r716,8a142540-37f4-11f1-b070-631fdef85036,stz7BTzG010AyThMIEbA,8a186b00-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r717,coap,7,coap-b01-f07-r717,8a1f96f0-37f4-11f1-b070-631fdef85036,VFAjcP9gEVZTmfJHxHoD,8a234070-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r718,coap,7,coap-b01-f07-r718,8a2a4550-37f4-11f1-b070-631fdef85036,BP0X5ckVA4H75VSzDBZ3,8a2e3cf0-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r719,coap,7,coap-b01-f07-r719,8a3568e0-37f4-11f1-b070-631fdef85036,hZzHWbiMchKHb6HpsK6n,8a396080-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f07-r720,coap,7,coap-b01-f07-r720,8a403e50-37f4-11f1-b070-631fdef85036,ZrTNSkbmNZQ0b2k6nCkE,8a44f940-37f4-11f1-b070-631fdef85036,8322f450-37f4-11f1-b070-631fdef85036
b01-f08-r801,mqtt,8,mqtt-b01-f08-r801,8a4ebd40-37f4-11f1-b070-631fdef85036,gsBU4MqwwbmatmHMqgtW,8a55c220-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r802,mqtt,8,mqtt-b01-f08-r802,8a5e2690-37f4-11f1-b070-631fdef85036,UYLccAJxLcGdpVC4L2kG,8a6356b0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r803,mqtt,8,mqtt-b01-f08-r803,8a6b9410-37f4-11f1-b070-631fdef85036,tDNUx1MuqRlKbIoIH7w7,8a709d20-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r804,mqtt,8,mqtt-b01-f08-r804,8a790190-37f4-11f1-b070-631fdef85036,YY86hgkDPzu1S1DFPYx0,8a7dbc80-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r805,mqtt,8,mqtt-b01-f08-r805,8a8584b0-37f4-11f1-b070-631fdef85036,RvGOwr4UWnjudldlovqd,8a8a66b0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r806,mqtt,8,mqtt-b01-f08-r806,8a9192a0-37f4-11f1-b070-631fdef85036,ZGBSlZ833hcmE9K2BHDF,8a953c20-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r807,mqtt,8,mqtt-b01-f08-r807,8a9c8f20-37f4-11f1-b070-631fdef85036,yTYo955uwXLb9DWhtu5T,8aa086c0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r808,mqtt,8,mqtt-b01-f08-r808,8aa78ba0-37f4-11f1-b070-631fdef85036,TG2Xk8vjq8eqqnvdu9iw,8aacbbc0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r809,mqtt,8,mqtt-b01-f08-r809,8ab54740-37f4-11f1-b070-631fdef85036,d4dxVR8N7ex8LBqodKiN,8aba0230-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r810,mqtt,8,mqtt-b01-f08-r810,8ac21880-37f4-11f1-b070-631fdef85036,JAcVpV9Z9PlzQt0cdjvV,8ac6ac60-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r811,coap,8,coap-b01-f08-r811,8acdb140-37f4-11f1-b070-631fdef85036,2K6lg21ooEGPKX4DjIYO,8ad1cff0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r812,coap,8,coap-b01-f08-r812,8ad886b0-37f4-11f1-b070-631fdef85036,S8V07t4GF0qmOQn4ech3,8add41a0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r813,coap,8,coap-b01-f08-r813,8ae61b40-37f4-11f1-b070-631fdef85036,9IpylLefWaxks52RZ5Ev,8aead630-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r814,coap,8,coap-b01-f08-r814,8af388c0-37f4-11f1-b070-631fdef85036,3f5iYaAD5FBzqUTSEVS3,8af8b8e0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r815,coap,8,coap-b01-f08-r815,8b011d50-37f4-11f1-b070-631fdef85036,Q8kg0YiFQl5nC55Vw0pp,8b056310-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r816,coap,8,coap-b01-f08-r816,8b0c8f00-37f4-11f1-b070-631fdef85036,ic9zbtrotm7FX6UlZjoQ,8b10adb0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r817,coap,8,coap-b01-f08-r817,8b178b80-37f4-11f1-b070-631fdef85036,svQ7nvmvNHOaEl5geglu,8b1c4670-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r818,coap,8,coap-b01-f08-r818,8b240ea0-37f4-11f1-b070-631fdef85036,pK0X9Lb9aOwxXroMLs5z,8b28c990-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r819,coap,8,coap-b01-f08-r819,8b30dfe0-37f4-11f1-b070-631fdef85036,XFeGzC6j2vn1XgDv3ATq,8b359ad0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f08-r820,coap,8,coap-b01-f08-r820,8b3c9fb0-37f4-11f1-b070-631fdef85036,UuiT1uOxhDrGnY9OJ2YG,8b415aa0-37f4-11f1-b070-631fdef85036,832a4750-37f4-11f1-b070-631fdef85036
b01-f09-r901,mqtt,9,mqtt-b01-f09-r901,8b472700-37f4-11f1-b070-631fdef85036,nwOmDjT2RGht0yrYdQ83,8b4af790-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r902,mqtt,9,mqtt-b01-f09-r902,8b516030-37f4-11f1-b070-631fdef85036,E5Qs820TI47LyG0Qwx2D,8b54bb90-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r903,mqtt,9,mqtt-b01-f09-r903,8b5bc070-37f4-11f1-b070-631fdef85036,s7FgrlQuHlq0lGMMtKkL,8b5fb810-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r904,mqtt,9,mqtt-b01-f09-r904,8b65f9a0-37f4-11f1-b070-631fdef85036,dcWhdhfCrRESi15hsDtd,8b69ca30-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r905,mqtt,9,mqtt-b01-f09-r905,8b7059e0-37f4-11f1-b070-631fdef85036,6D58MehcBuVgEphr0vxj,8b758a00-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r906,mqtt,9,mqtt-b01-f09-r906,8b7cdd00-37f4-11f1-b070-631fdef85036,5sDb12tI5DkPXIN28ct3,8b8170e0-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r907,mqtt,9,mqtt-b01-f09-r907,8b8875c0-37f4-11f1-b070-631fdef85036,rIBY8I0tPiTLAEiQd6J4,8b8c6d60-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r908,mqtt,9,mqtt-b01-f09-r908,8b945ca0-37f4-11f1-b070-631fdef85036,n178M785c4vHJywA0wr6,8b98a260-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r909,mqtt,9,mqtt-b01-f09-r909,8b9fce50-37f4-11f1-b070-631fdef85036,smbWUczhWyKaYq6O6oBW,8ba41410-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r910,mqtt,9,mqtt-b01-f09-r910,8baaf1e0-37f4-11f1-b070-631fdef85036,6faos2UGec0uciT4qcab,8bb04910-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r911,coap,9,coap-b01-f09-r911,8bb63c80-37f4-11f1-b070-631fdef85036,6oFhXmlENDIZqvSDIMzK,8bbad060-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r912,coap,9,coap-b01-f09-r912,8bc13900-37f4-11f1-b070-631fdef85036,8sK8E6qlitcbAUdFtLLU,8bc557b0-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r913,coap,9,coap-b01-f09-r913,8bcbc050-37f4-11f1-b070-631fdef85036,2Vjqu4FpG1WwyMpTsAHe,8bd02d20-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r914,coap,9,coap-b01-f09-r914,8bd66eb0-37f4-11f1-b070-631fdef85036,9k2cuHurMbOUEfXqe5OG,8bda1830-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r915,coap,9,coap-b01-f09-r915,8be0a7e0-37f4-11f1-b070-631fdef85036,Gb95WGdEZFHnJQ6x8SHB,8be40340-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r916,coap,9,coap-b01-f09-r916,8bea92f0-37f4-11f1-b070-631fdef85036,zD60Q8mzlLiNvX1BeVmd,8bee8a90-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r917,coap,9,coap-b01-f09-r917,8bf4a510-37f4-11f1-b070-631fdef85036,hsvcvNjScBZMtQ0uoBrG,8bf89cb0-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r918,coap,9,coap-b01-f09-r918,8bff7a80-37f4-11f1-b070-631fdef85036,HtjTN7tgmSE0xDkXDnFH,8c02fcf0-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r919,coap,9,coap-b01-f09-r919,8c098ca0-37f4-11f1-b070-631fdef85036,hNZMrjxUSQE5wBOqZ2xO,8c0d0f10-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f09-r920,coap,9,coap-b01-f09-r920,8c154c70-37f4-11f1-b070-631fdef85036,Sw6N99eBlm0BrfjLEkIv,8c196b20-37f4-11f1-b070-631fdef85036,8330d700-37f4-11f1-b070-631fdef85036
b01-f10-r1001,mqtt,10,mqtt-b01-f10-r1001,8c226bd0-37f4-11f1-b070-631fdef85036,y3AVaHK0MtrrSj842Pmx,8c26d8a0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1002,mqtt,10,mqtt-b01-f10-r1002,8c2e0490-37f4-11f1-b070-631fdef85036,B8989NOsSNQSKA5QqvED,8c31ae10-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1003,mqtt,10,mqtt-b01-f10-r1003,8c388be0-37f4-11f1-b070-631fdef85036,OZewI9bdFOUOwjGhN3yI,8c3cf8b0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1004,mqtt,10,mqtt-b01-f10-r1004,8c43af70-37f4-11f1-b070-631fdef85036,jXRUKIUsaBTAaxEvIh75,8c47a710-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1005,mqtt,10,mqtt-b01-f10-r1005,8c4efa10-37f4-11f1-b070-631fdef85036,NibI5yVuLzyZVaS6kIHj,8c52caa0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1006,mqtt,10,mqtt-b01-f10-r1006,8c590c30-37f4-11f1-b070-631fdef85036,GJDbD0oK5t34hQrejY1i,8c5d51f0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1007,mqtt,10,mqtt-b01-f10-r1007,8c642fc0-37f4-11f1-b070-631fdef85036,jHxbGmVvtJMyCjusVRVE,8c68eab0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1008,mqtt,10,mqtt-b01-f10-r1008,8c703db0-37f4-11f1-b070-631fdef85036,88dLnjNK93MktwxTsFyI,8c743550-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1009,mqtt,10,mqtt-b01-f10-r1009,8c7b6140-37f4-11f1-b070-631fdef85036,WQAbCUq0ZXibxRdDDVtx,8c7f7ff0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1010,mqtt,10,mqtt-b01-f10-r1010,8c85c180-37f4-11f1-b070-631fdef85036,6FJ9QoJbmgViDBoWGTAJ,8c891ce0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1011,coap,10,coap-b01-f10-r1011,8c8f3760-37f4-11f1-b070-631fdef85036,1p8Wt9DsNEmJDn869lkq,8c9244a0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1012,coap,10,coap-b01-f10-r1012,8c98d450-37f4-11f1-b070-631fdef85036,5FqLQuvoB7qKuMUhvzKw,8c9c56c0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1013,coap,10,coap-b01-f10-r1013,8ca22320-37f4-11f1-b070-631fdef85036,uAXnjhk52wvHdZq1r09o,8ca5cca0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1014,coap,10,coap-b01-f10-r1014,8cac5c50-37f4-11f1-b070-631fdef85036,WJ32o7jIghEXa94NAdT5,8cafb7b0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1015,coap,10,coap-b01-f10-r1015,8cb5d230-37f4-11f1-b070-631fdef85036,jYj3sFLy5hGaXuVBGvmQ,8cb954a0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1016,coap,10,coap-b01-f10-r1016,8cbf2100-37f4-11f1-b070-631fdef85036,MQIpydCZQdAqE0vkFa5K,8cc2f190-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1017,coap,10,coap-b01-f10-r1017,8cc86fd0-37f4-11f1-b070-631fdef85036,exQIVkPeS0qtb5jfLUtj,8ccc6770-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1018,coap,10,coap-b01-f10-r1018,8cd17080-37f4-11f1-b070-631fdef85036,NQFpXDTxgKa7iio4ZHwR,8cd4cbe0-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1019,coap,10,coap-b01-f10-r1019,8cd9d4f0-37f4-11f1-b070-631fdef85036,7sdCGW4tYBOl9ouOc3Jt,8cdd3050-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
b01-f10-r1020,coap,10,coap-b01-f10-r1020,8ce28780-37f4-11f1-b070-631fdef85036,XK2ybZq2OoffFsTIdCV7,8ce6a630-37f4-11f1-b070-631fdef85036,833766b0-37f4-11f1-b070-631fdef85036
